u,v,key,osmid,highway,lanes,maxspeed,name_left,oneway,reversed,length,speed_kph,travel_time,geometry,lit,surface,ref,width,tunnel,junction,access,service,bridge,element,id,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,fhrs:id,name_right,smoking,source:addr,website,wheelchair,wikidata,addr:housename,opening_hours,phone,addr:unit,outdoor_seating,check_date,check_date:opening_hours,indoor_seating,contact:instagram,brand,brand:wikidata,building:levels,cocktails,addr:county,brand:wikipedia,contact:website,email,microbrewery,opening_hours:kitchen,fhrs:authority,fhrs:businesstype,fhrs:local_authority_id,fhrs:rating,contact:facebook,contact:phone,diet:vegan,diet:vegetarian,food,note,payment:debit_cards,payment:mastercard,payment:visa,real_ale,toilets,toilets:access,website:menu,url,brewery,building,operator,operator:wikidata,roof:shape,fhrs:rating_date,source,toilets:wheelchair,contact:email,building:part,level,room,dist_to_amenity,access_score
497693629,6212403298,0,663718584,footway,,,,False,True,8.109324809496202,32.1868,0.9070044028665891,"LINESTRING (292326.50427407154 92870.93399981034, 292330.0298175976 92873.4309171467, 292333.20808394515 92875.52341036245)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.81524278027733,0.010546827394803776
376042422,21761594,0,596074182,unclassified,1,20 mph,High Street,False,False,8.551931363436312,32.1868,0.9565086590891522,"LINESTRING (292310.871939417 92878.15359768135, 292318.85870581574 92881.27037201845)",yes,asphalt,,6.6,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.30911549219647,0.01158626170940674
376042422,41437657,0,596074182,unclassified,1,20 mph,High Street,False,True,30.660349082328466,32.1868,3.42927090286647,"LINESTRING (292310.871939417 92878.15359768135, 292283.3822766169 92864.4154328728)",yes,paving_stones,,6.6,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75471365998308,0.017935703268040126
376042422,6212425622,0,663716085,footway,,,,False,True,14.047118232639317,32.1868,1.5711293336865282,"LINESTRING (292310.871939417 92878.15359768135, 292313.49539576645 92874.91794679817, 292318.98315225635 92868.14132702968, 292319.7268280054 92867.224923712)",yes,asphalt,,,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.30911549219647,0.01158626170940674
299022771,3297556863,0,4197043,unclassified,2,20 mph,Sidwell Street,False,True,36.68326141578737,32.1868,4.1029161363302515,"LINESTRING (292370.9340484718 92904.91366372499, 292363.6762786263 92901.19219346429, 292346.4749535631 92893.28186529153, 292337.53666303336 92889.56173359987)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.91364249783041,0.011246867993563543
299022771,1479619169,0,"[655682120, 655682119]",unclassified,2,20 mph,Sidwell Street,False,False,45.70324746154646,32.1868,5.111775350813604,"LINESTRING (292370.9340484718 92904.91366372499, 292384.5788646047 92914.98876371744, 292395.70797364524 92924.62632085496, 292405.4018645513 92934.86082893782)",yes,asphalt,,,,,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,84.5232601170017,0.01169272544839768
299022771,299022772,0,"[26645194, 1099927789, 1099927790]",footway,,,,False,True,48.72197859610482,32.1868,5.449411651545893,"LINESTRING (292370.9340484718 92904.91366372499, 292373.40563943266 92901.50319036664, 292378.45353427995 92895.99273474733, 292396.27299805754 92876.70305033796, 292399.3160368659 92872.9248327766, 292403.2043337535 92868.3616208049)",yes,asphalt,,,yes,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.412884766138035,0.02357774071520805
3297556862,36670781,0,42027861,unclassified,,20 mph,Longbrook Street,False,False,10.538932479426583,32.1868,1.1787489568995893,"LINESTRING (292290.15007581154 92941.53283105057, 292281.0986009149 92936.09089251937)",yes,asphalt,,,,,,,,node,4396682517,Exeter,,EX4 6AB,Longbrook Street,bar,1110513,The Stand Off,,,https://www.thestandoff.co.uk,,,Portland House,,+44 1392 982159,2,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.98817607549237,0.021744719737491647
3297556862,292262646,0,42027861,unclassified,,20 mph,Longbrook Street,False,True,68.92883253492323,32.1868,7.709489515134267,"LINESTRING (292290.15007581154 92941.53283105057, 292294.4495033036 92948.3410357667, 292295.6035026049 92950.54203974901, 292297.9850613548 92955.08714363081, 292299.85787762795 92961.66734321171, 292304.952645981 92986.82508536434, 292309.3400986686 93007.13618462146)",yes,asphalt,,,,,,,,way,252625188,Exeter,,EX4 6AB,Longbrook Street,pub,176844,The Black Horse,,,https://www.greeneking.co.uk/pubs/devon/black-horse,,Q26563486,,,,,,,,,,Greene King,Q5564162,,,,,,,,,Exeter City,Pub/bar/nightclub,PI/000039275,5,,,,,,,,,,,,,,,,yes,,,,,,,,,,,6.304395516177581,0.1369038680593386
3297556862,3297556863,0,697870534,footway,,,,False,True,77.73724305974048,32.1868,8.694684622735586,"LINESTRING (292290.15007581154 92941.53283105057, 292290.29901878716 92935.06663315435, 292297.5472514228 92923.95972647122, 292313.4191392132 92901.32821322817, 292321.39230129245 92895.23448899866, 292334.3356881712 92896.29114323758, 292337.53666303336 92889.56173359987)",yes,asphalt,,,,,,,,node,4396682517,Exeter,,EX4 6AB,Longbrook Street,bar,1110513,The Stand Off,,,https://www.thestandoff.co.uk,,,Portland House,,+44 1392 982159,2,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.98817607549237,0.021744719737491647
6212403298,497693629,0,663718584,footway,,,,False,False,8.109324809496202,32.1868,0.9070044028665891,"LINESTRING (292333.20808394515 92875.52341036245, 292330.0298175976 92873.4309171467, 292326.50427407154 92870.93399981034)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.81524278027733,0.010546827394803776
6212403298,3297556863,0,697870534,footway,,,,False,False,18.3648064163063,32.1868,2.054050203769952,"LINESTRING (292333.20808394515 92875.52341036245, 292333.7075706455 92879.5400385235, 292340.3229414109 92883.60844854344, 292337.53666303336 92889.56173359987)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.31940159519672,0.010715885259721504
6212403298,6531967633,0,697870534,footway,,,,False,True,51.74927111779405,32.1868,5.7880055185373696,"LINESTRING (292333.20808394515 92875.52341036245, 292336.7874686343 92865.91616611864, 292348.38602907496 92851.07085431114, 292357.3013237099 92842.72180037037, 292365.54823277786 92836.19978426484)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.43617786322643,0.019827037701227374
21761641,6531967633,0,8693858,pedestrian,,,Princesshay Lane,False,False,6.566605627444189,32.1868,0.7344557476605031,"LINESTRING (292361.41095879074 92831.09016875815, 292365.54823277786 92836.19978426484)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.43617786322643,0.019827037701227374
21761641,6212403293,0,8693858,pedestrian,,,Princesshay Lane,False,True,8.81154637876016,32.1868,0.9855458437476411,"LINESTRING (292361.41095879074 92831.09016875815, 292356.06917956355 92824.06980847579)",yes,paving_stones,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.031780917755704,0.018507626123265244
21761641,497693629,0,"[408884056, 25114997]",secondary,"['2', '1']",20 mph,Paris Street,False,False,53.5351880505618,32.1868,5.9877551350871325,"LINESTRING (292361.41095879074 92831.09016875815, 292342.88700715906 92846.01159870706, 292329.1096155345 92866.81992469373, 292326.50427407154 92870.93399981034)",yes,asphalt,B3183,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.031780917755704,0.018507626123265244
21761641,6212412132,0,25114997,secondary,1,20 mph,Paris Street,False,True,50.06600183154393,32.1868,5.599736742812524,"LINESTRING (292361.41095879074 92831.09016875815, 292380.069462689 92819.94823628821, 292389.4596472652 92818.18605268729, 292401.6859857073 92815.96492768129, 292408.1618575627 92815.66451975337)",yes,paving_stones,B3183,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.248117436676326,0.06558186636172529
6212425622,376042422,0,663716085,footway,,,,False,False,14.047118232639319,32.1868,1.5711293336865284,"LINESTRING (292319.7268280054 92867.224923712, 292318.98315225635 92868.14132702968, 292313.49539576645 92874.91794679817, 292310.871939417 92878.15359768135)",yes,asphalt,,,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.30911549219647,0.01158626170940674
6212425622,6212403293,0,663716085,footway,,,,False,True,56.50751207180351,32.1868,6.3202009351191375,"LINESTRING (292319.7268280054 92867.224923712, 292332.1374311171 92849.30367856502, 292340.25382341235 92841.24918441696, 292348.3860299424 92832.24882651508, 292356.06917956355 92824.06980847579)",yes,asphalt,,,,,,,,node,9773108270,Exeter,25,EX1 2JB,Paris Street,bar,,Cuckoo Taproom & Bottleshop,,,,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:15-22:00",,,yes,,,yes,https://www.instagram.com/cuckootaproom/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.47642806308501,0.01681338359693234
6212425622,497693629,0,663718584,footway,,,,False,True,7.710813954550807,32.1868,0.8624321223726157,"LINESTRING (292319.7268280054 92867.224923712, 292322.54572061164 92868.66850392931, 292326.50427407154 92870.93399981034)",yes,asphalt,,,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.51292971399275,0.010927417613285037
41437657,376042422,0,596074182,unclassified,1,20 mph,High Street,False,False,30.660349082328466,32.1868,3.42927090286647,"LINESTRING (292283.3822766169 92864.4154328728, 292310.871939417 92878.15359768135)",yes,paving_stones,,6.6,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.75471365998308,0.017935703268040126
41437657,9773201158,0,5582128,footway,,,Roman Gate,False,True,56.25911037251996,32.1868,6.292417927258127,"LINESTRING (292283.3822766169 92864.4154328728, 292281.5501302523 92866.98956193795, 292276.4042471735 92874.24862588473, 292251.3205595715 92906.92647381389, 292249.20606566896 92909.16159824395)",yes,paving_stones,,,,,,,,node,12680005703,Exeter,6,EX4 3QJ,Northernhay Place,pub,,Arcadia,,,https://www.arcadiaexeter.com/,,,,Tu 16:00-22:30; We 12:00-22:30; Th-Sa 12:00-23:00; Su 12:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,utopian;various,,,,,,,,,,,,31.997337437227397,0.03030547546153848
41437657,59817531,0,"[1126819250, 596074182]",unclassified,1,20 mph,High Street,False,True,28.277256813120946,32.1868,3.162728961165304,"LINESTRING (292283.3822766169 92864.4154328728, 292275.19920143235 92858.63297190622, 292260.23772539914 92848.07362467953)",yes,asphalt,,6.6,,,,,,node,5136103023,Exeter,248,EX4 3PZ,High Street,bar,635089,Artigiano,,FHRS Open Data,,yes,,,"Mo-Th 08:00-23:00, Fr,Sa 08:00-01:00, Su 09:00-18:00",,,no,2024-10-24,2024-10-24,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.700318117605487,0.0336696730331393
21761609,174022412,0,16811323,secondary,1,30 mph,Heavitree Road,False,False,52.058838883359776,48.2802,3.881753182051756,"LINESTRING (292653.58349984745 92843.81479301295, 292654.4786206237 92833.43983216526, 292656.43263217894 92827.17012979332, 292660.3319623024 92821.07176454144, 292683.6934569259 92805.79613566419)",yes,asphalt,B3183,,,,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,208.9173128855883,0.004763780491726436
21761609,5784302000,0,655753851,secondary,2,30 mph,,False,True,15.966584098278167,48.2802,1.190544006731567,"LINESTRING (292653.58349984745 92843.81479301295, 292652.9411814434 92850.34673571333, 292651.3480923446 92856.99835779562, 292650.08788844827 92859.23798442245)",yes,asphalt,B3183,,,roundabout,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,196.143617830382,0.005072444195786129
21761609,5784256589,0,655753859,secondary,2,30 mph,,False,False,28.4298770178994,48.2802,2.1198660582275517,"LINESTRING (292653.58349984745 92843.81479301295, 292652.9175182314 92841.30332296534, 292649.85667650413 92832.90085398688, 292644.29649673024 92825.88470615444, 292637.71495877125 92821.39250514956)",yes,asphalt,B3183,,,roundabout,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,208.9173128855883,0.004763780491726436
174022412,21761609,0,16811323,secondary,1,30 mph,Heavitree Road,False,True,52.058838883359776,48.2802,3.881753182051756,"LINESTRING (292683.6934569259 92805.79613566419, 292660.3319623024 92821.07176454144, 292656.43263217894 92827.17012979332, 292654.4786206237 92833.43983216526, 292653.58349984745 92843.81479301295)",yes,asphalt,B3183,,,,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,208.9173128855883,0.004763780491726436
174022412,5784256589,0,16811334,secondary,2,30 mph,Heavitree Road,False,False,48.54440140138155,48.2802,3.61970010573638,"LINESTRING (292683.6934569259 92805.79613566419, 292649.04294186016 92819.0903310602, 292637.71495877125 92821.39250514956)",yes,asphalt,B3183,,,,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,213.6115395146493,0.004659581690069095
174022412,34917448,0,148809162,secondary,2,30 mph,Heavitree Road,False,True,71.31598893936223,48.2802,5.317657345696663,"LINESTRING (292683.6934569259 92805.79613566419, 292710.5891205013 92792.75062968725, 292744.18532542087 92779.33391410648, 292749.0873510583 92777.00832599259)",yes,asphalt,B3183,,,,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,256.90616815302775,0.003877379153672096
5784302000,6210838922,0,42737096,secondary,2,30 mph,Western Way,False,True,15.129127738572008,48.2802,1.128099300724919,"LINESTRING (292650.08788844827 92859.23798442245, 292651.3689686073 92870.02425897736, 292651.15309963055 92874.28923405794)",yes,asphalt,B3212,,,,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,187.73541530735187,0.005298422653594292
5784302000,21761609,0,655753851,secondary,2,30 mph,,False,False,15.966584098278167,48.2802,1.190544006731567,"LINESTRING (292650.08788844827 92859.23798442245, 292651.3480923446 92856.99835779562, 292652.9411814434 92850.34673571333, 292653.58349984745 92843.81479301295)",yes,asphalt,B3183,,,roundabout,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,196.143617830382,0.005072444195786129
5784302000,359237293,0,655753852,secondary,2,30 mph,,False,True,19.66343150397694,48.2802,1.4661984294662613,"LINESTRING (292650.08788844827 92859.23798442245, 292647.9221454939 92863.10923930415, 292642.5831912164 92868.55866804809, 292635.9750060213 92872.3767287526)",yes,asphalt,B3183,,,roundabout,,,,way,288473263,Exeter,161,EX4 6RH,Sidwell Street,bar,181025,Monkey Suit,,FHRS Open Data,,,Q70628374,,,,,,,,,,,,,,Devon,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,176.89460801563163,0.005621305845942952
